名称,经度,纬度,类别,地址,POI类型,评分,人均消费
老松滨熏酱饺子,126.696750,45.779964,餐饮,大有坊街道宏伟路128-7号,餐饮服务;中餐厅;中餐厅,4.3,16.00
上喜和水饺(群力远大店),126.558467,45.737881,餐饮,群力大道1176号远大购物中心群力店F1层,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,28.00
9号酒馆熏酱饺子,126.645644,45.720990,餐饮,动源小区东南2门旁,餐饮服务;中餐厅;中餐厅,4.5,58.00
老上号饺子坊(金京花苑店),126.970100,45.539163,餐饮,永泰广胡同4号金京花苑F1层,餐饮服务;快餐厅;快餐厅,4.2,37.00
柏记水饺(商大店),126.609900,45.745280,餐饮,光华小区29栋1层9号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,23.00
柏记水饺(安埠店),126.704493,45.729722,餐饮,通天街、安埠街与东门街交汇处A12栋1层17号,餐饮服务;餐饮相关场所;餐饮相关,4.4,37.00
红日饺子坊(松浦·观江国际A区店),126.644783,45.819722,餐饮,松浦大道566号,餐饮服务;快餐厅;快餐厅,4.3,38.00
喜满饺子熏酱菜馆(总店),126.695581,45.725352,餐饮,升永街18号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,40.00
福诚源饺子酒当家菜(海富康城东区A区店),126.585566,45.740621,餐饮,安阳路35号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,65.00
众兴饺子美食府(北环俊景店),126.667373,45.794956,餐饮,振江二道街21号,餐饮服务;快餐厅;快餐厅,4.4,46.00
冰城水饺(迎宾小区一区店),126.580692,45.726354,餐饮,城乡路245号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,32.00
柏记水饺(果戈里大街店),126.658250,45.752527,餐饮,巴陵街134号,餐饮服务;中餐厅;中餐厅,3.8,26.00
屹尧饺子馆,126.592170,45.755681,餐饮,河梁街70号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,37.00
柏记水饺(铁路街店),126.631226,45.759404,餐饮,铁路街7-9号,餐饮服务;快餐厅;快餐厅,4.2,26.00
千口顺饺子府(宏图街店),126.706219,45.782431,餐饮,宏图街65号(道外区宏伟路商圈),餐饮服务;中餐厅;中餐厅,4.1,72.00
柏记水饺(立汇店),126.693523,45.694150,餐饮,军立街70号,餐饮服务;中餐厅;中餐厅,4.4,28.00
柏记水饺(工大店),126.637935,45.745392,餐饮,繁荣街143-1号,餐饮服务;中餐厅;中餐厅,4.4,27.00
聚缘熏酱饺子馆,126.700167,45.729613,餐饮,通天街162号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,20.00
李家猪蹄手擀面熏酱饺子馆(果园星城C区店),126.705004,45.729737,餐饮,安埠街107号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,50.00
私厨熏酱饺子(汉水嘉园店),126.699033,45.743804,餐饮,湘江路地铁站2号口步行420米,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,28.00
笑笑饺子(和兴小区店),126.618283,45.732927,餐饮,清滨路21-5号B栋一层八号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,45.00
上喜和水饺旗舰店(恒大悦珑湾店),126.729675,45.719725,餐饮,电碳路6号恒大中央广场29栋单元1层06号,餐饮服务;快餐厅;快餐厅,4.2,30.00
青云奶奶饺子馆(新发小区E区店),126.658956,45.767423,餐饮,花园街新发小区-E区,餐饮服务;中餐厅;中餐厅,4.2,36.00
鸿升熏酱饺子小酒馆,126.724747,45.771608,餐饮,先锋路137号,餐饮服务;中餐厅;中餐厅,4.1,35.00
教化街99号饺子馆,126.625216,45.750455,餐饮,教化街辅路与曲线街交叉口西北40米,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,31.00
柏记水饺(工农大街店),126.580187,45.732575,餐饮,美晨家园美园1号楼05号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,23.00
东蕊独一处饺子馆,126.538375,45.712875,餐饮,滇池东路1522-1526号门市,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,22.00
哈尔滨市道外区鑫生厨之道熏酱饺子小酒馆,126.686226,45.789081,餐饮,太平大街198号,餐饮服务;中餐厅;中餐厅,4.4,45.00
田氏饺子(清明小区店),126.621250,45.740503,餐饮,清明七道街27-7号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,51.00
柏记水饺(银泰城店),126.539526,45.740042,餐饮,元江路231号,餐饮服务;快餐厅;快餐厅,4.2,27.00
独一处饺子(安通街店),126.690126,45.708930,餐饮,安通街47号,餐饮服务;餐饮相关场所;餐饮相关,4.3,38.00
蓬春四喜饺子熏酱小馆,126.628396,45.684088,餐饮,鲁商松江新城东北门东南90米,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,42.00
柏记水饺(宝宇店),126.632830,45.779869,餐饮,天邑澜山(北马路地铁站3号口步行60米),餐饮服务;中餐厅;特色/地方风味餐厅,4.3,25.00
柏记水饺(哈尔滨旗舰店),126.708615,45.788603,餐饮,南棵街60号1-2层,餐饮服务;餐饮相关场所;餐饮相关,4.4,26.00
百福独一处饺子(立汇店),126.695259,45.695046,餐饮,军立街16号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,34.00
柏记水饺(中山路店),126.672648,45.730683,餐饮,中山路90-2号,餐饮服务;快餐厅;快餐厅,4.2,19.00
柏记水饺(哈南店),126.621219,45.669795,餐饮,学府路293-2号学府名居3号楼2门市,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,20.00
君宴饺子馆,126.329606,45.367691,餐饮,承旭街道中粮锦云世家北门,餐饮服务;中餐厅;中餐厅,4.4,32.00
柏记水饺(菜艺街店),126.684434,45.731234,餐饮,菜艺街33号,餐饮服务;中餐厅;中餐厅,4.3,27.00
柏记水饺(志华店),126.549268,45.872660,餐饮,学院路161号,餐饮服务;快餐厅;快餐厅,4.3,19.00
岳府饺子家常菜(清河湾小区D区店),126.592685,45.729571,餐饮,顾新路363号(顾新路清河湾小区D区),餐饮服务;中餐厅;特色/地方风味餐厅,4.4,47.00
晓酌饺子(轩辕小区店),126.655854,45.784918,餐饮,南新街238号轩辕小区,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,59.00
老街饺子小酒馆(兴建小区A区店),126.645548,45.601880,餐饮,通宾街11-8号,餐饮服务;中餐厅;中餐厅,4.4,20.00
柏记水饺(医大铁岭街店),126.652616,45.764871,餐饮,铁岭街46号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,29.00
柏记水饺(农大店),126.727364,45.731804,餐饮,东北农业大学门前木材东街45-1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,27.00
天意饺子馆(中和胡同),126.656805,45.795517,餐饮,中和胡同17号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,28.00
柏记水饺(文景街店),126.647557,45.732668,餐饮,文景街7-1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,24.00
信誉饺子老菜馆,126.705301,45.787937,餐饮,南棵二道街212号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,52.00
谢永记饺子馆(铁路文政新区店),126.643783,45.731985,餐饮,文政街116号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,58.00
明记永熏酱饺子(征仪路花园小区B区店),126.637511,45.688937,餐饮,科研路29号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,20.00
天悦饺子坊(永泰城店),126.762273,45.715735,餐饮,永泰城3期西南门西130米,餐饮服务;快餐厅;快餐厅,4.2,43.00
凌老师酸菜饺子(中宣街辅路店),126.664628,45.742881,餐饮,革新街道中宣街2-4号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,23.00
醉北方熏酱饺子(立汇·美罗湾三期店),126.688730,45.691522,餐饮,军立街188号,餐饮服务;快餐厅;快餐厅,4.3,42.00
千口顺饺子(进乡街辅路店),126.695057,45.696928,餐饮,进乡街99号,餐饮服务;快餐厅;快餐厅,4.1,60.00
久顺居饺子酒当家菜(建国城市花园店),126.594479,45.744285,餐饮,松源街100号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,49.00
柏记水饺(欧美亚店),126.516868,45.826955,餐饮,祥安北大街1321号欧美亚阳家园BH10号楼5号商服,餐饮服务;快餐厅;快餐厅,4.3,21.00
杨家饺子馆(钱塘街店),126.643967,45.791286,餐饮,钱塘街155-1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,40.00
德利东方饺子名店,126.605219,45.979865,餐饮,建设路89号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,40.00
柏记水饺(群力家园店),126.541058,45.711469,餐饮,融江路788号,餐饮服务;中餐厅;中餐厅,4.3,25.00
大秋饺子馆(达江小区店),126.586298,45.738520,餐饮,顾乡三道街31号,餐饮服务;快餐厅;快餐厅,4.0,16.00
王记酱骨饺子(电塔二道街店),126.668775,45.716076,餐饮,哈电东升家园西北门西60米,餐饮服务;中餐厅;东北菜,4.1,59.00
柏记水饺(汇智中心店),126.571382,45.711373,餐饮,汇智中心(城乡路地铁站2号口步行370米),餐饮服务;中餐厅;特色/地方风味餐厅,4.3,34.00
九福饺子坊(欧美亚世界阳光店),126.522262,45.825931,餐饮,龙轩路1853号,餐饮服务;中餐厅;综合酒楼|餐饮服务;中餐厅;特色/地方风味餐厅,4.2,47.00
柏记水饺(南新店),126.654867,45.784595,餐饮,南新街284号,餐饮服务;快餐厅;快餐厅,4.3,27.00
到家尝饺子(哈平路店),126.644410,45.700958,餐饮,保健路145-5号靠近中国工商银行,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,39.00
家旺饺子馆(群力新苑东区店),126.566844,45.724091,餐饮,工农大街591号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,25.00
柏记水饺(安华街店),126.674481,45.786722,餐饮,安华街17号(太平桥地铁站4A口步行340米),餐饮服务;中餐厅;特色/地方风味餐厅,4.1,22.00
原大棚车饺子(育英小区店),126.682070,45.786896,餐饮,太平南四道街22号育英小区,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,29.00
老酒馆熏酱饺子(绿化小区店),126.688548,45.789735,餐饮,太平大街258号,餐饮服务;快餐厅;快餐厅,4.2,72.00
喜家德虾仁水饺(哈尔滨站店),126.630603,45.762275,餐饮,铁路街1号哈尔滨站商服夹层16-17号铺,餐饮服务;餐饮相关场所;餐饮相关,4.1,32.00
百家顺水饺店,126.671086,45.714890,餐饮,旭升街122号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,37.00
乐家快捷大馅饺子坊(香艺居店),126.683156,45.732934,餐饮,菜艺街附38-5,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,50.00
君品乐饺子熏酱酒馆,126.650949,45.746877,餐饮,革新街155号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,58.00
柏记水饺(学兴路店),126.625250,45.715726,餐饮,学兴路66号科大小区,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,27.00
哈尔滨师范大学梦溪饺子园,126.563835,45.868998,餐饮,利民经济开发区师大路1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,17.00
博香园熏酱饺子(群力新苑东区店),126.569563,45.725740,餐饮,工农大街523号,餐饮服务;中餐厅;特色/地方风味餐厅,3.9,50.00
柏记水饺(鲁商店),126.628344,45.684218,餐饮,鲁商松江新城健兴路157号,餐饮服务;餐饮相关场所;餐饮相关,4.3,21.00
柏记水饺(防洪纪念塔店),126.616225,45.779575,餐饮,中央大街232号印象城A座1层A9商铺(印象城A座9号门旁),餐饮服务;快餐厅;快餐厅,4.1,21.00
冰城水饺,126.620744,45.757534,餐饮,抚顺街138号,餐饮服务;中餐厅;综合酒楼,4.1,31.00
上喜和水饺(群力恒大帝景店),126.529143,45.722365,餐饮,群力第六大道3306号(106商服),餐饮服务;中餐厅;特色/地方风味餐厅,4.2,27.00
松北区天时老字号饺子,126.524943,45.799346,餐饮,世纪大道1255号(钻石湾小区南门市),餐饮服务;餐饮相关场所;餐饮相关,4.3,67.00
滋味饺子烧烤涮,126.658265,45.724866,餐饮,绝缘街春缘名苑小区D栋绝缘二道街8-3号,餐饮服务;中餐厅;中餐厅,4.3,38.00
柏记水饺(先锋路),126.695804,45.767488,餐饮,先锋路236-4号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,25.00
柏记水饺(金爵万象店),126.572897,45.691825,餐饮,中兴左街116号金地峯范南区,餐饮服务;餐饮相关场所;餐饮相关,4.3,25.00
状元大馅饺子(盛世桃园店),126.606939,45.720804,餐饮,自兴街14-4号(学府路地铁站出入口步行340米),餐饮服务;中餐厅;特色/地方风味餐厅,4.1,32.00
喜福饺子馆(沙曼小区三街区店),126.619397,45.725556,餐饮,和兴路街道和兴路中兴街55号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,15.00
柏记水饺(万科招商城市之光四号地店),126.711425,45.689275,餐饮,东三三道街138号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,24.00
饺子酒(迎宾尚城B区店),127.466163,45.749004,餐饮,迎宾尚城B区南1门东130米,餐饮服务;快餐厅;快餐厅,4.1,48.00
十壹饺子,126.652433,45.755817,餐饮,果戈里大街248号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,29.00
康师傅饺子城(煤建胡同店),127.484211,45.756384,餐饮,莱熏路与福盈北路交叉口东北20米,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,50.00
天一饺子王,129.572276,46.313878,餐饮,东顺城路A1宾馆对面,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,26.00
老六饺子,126.682574,45.763061,餐饮,辽河路262号,餐饮服务;餐饮相关场所;餐饮相关,4.1,24.00
鸿河水饺(辽河小区店),126.692468,45.762056,餐饮,淮河路293号辽河小区29栋2单元1层1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,16.00
柏记水饺,126.759951,45.715828,餐饮,永昌路156号,餐饮服务;中餐厅;中餐厅,4.0,27.00
范大嫂独一处饺子馆,126.674684,45.763453,餐饮,马端街41号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,43.00
信生饺子馆(哈铁文化小区店),126.661607,45.775500,餐饮,极乐三道街附8-6,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,70.00
商委红肠,126.640344,45.761557,餐饮,民益街81号(博物馆地铁站4号口步行370米),购物服务;购物相关场所;购物相关场所,4.6,48.00
李白熏酱(总店),126.661831,45.753875,餐饮,分部街56-2号,餐饮服务;中餐厅;中餐厅,4.6,78.00
秋林里道斯(官方·授权专营店),126.605897,45.717632,餐饮,清华大街159号,餐饮服务;餐饮相关场所;餐饮相关,4.7,29.00
正宗秋林食品红肠(经纬街旗舰店),126.624463,45.765923,餐饮,经纬街26号(尚志大街地铁站3号口步行80米),购物服务;购物相关场所;购物相关场所|餐饮服务;餐饮相关场所;餐饮相关,4.2,[]
哈肉联食品(中央大街店),126.619132,45.773645,餐饮,中央大街105号,购物服务;综合市场;农副产品市场|餐饮服务;餐饮相关场所;餐饮相关,4.5,32.00
宾西冷鲜牛肉(溪树庭院店),126.588836,45.693793,餐饮,哈尔滨大街668-14号,购物服务;综合市场;农副产品市场,4.1,[]
商委红肠(中央大街店),126.618312,45.775813,餐饮,[],餐饮服务;中餐厅;中餐厅,4.2,[]
农大红肠(哈尔滨总店),126.687964,45.733581,餐饮,新地街122号,餐饮服务;餐饮相关场所;餐饮相关,4.5,[]
秋林·里道斯·正宗哈尔滨红肠,126.653592,45.749658,餐饮,中山路246号(工人文化宫地铁站4号口步行80米),餐饮服务;餐饮相关场所;餐饮相关,4.4,[]
达生红肠专卖店,126.686373,45.763245,餐饮,嵩山路140号1-2层,餐饮服务;餐饮相关场所;餐饮相关,4.5,32.00
哈肉联正宗哈尔滨红肠(工厂直供南岗总店),126.653418,45.764667,餐饮,铁岭街41号,餐饮服务;餐饮相关场所;餐饮相关,4.7,15.00
哈肉联红肠(果戈里店),126.653949,45.755667,餐饮,果戈里大街249号,餐饮服务;餐饮相关场所;餐饮相关,4.4,47.00
农大红肠厂家直营店,126.596690,45.686326,餐饮,哈尔滨大街895号中海雍景熙岸1-55,购物服务;综合市场;农副产品市场|餐饮服务;餐饮相关场所;餐饮相关,4.4,13.00
秋林·里道斯·哈尔滨大街(厂家直供旗舰店),126.588684,45.693881,餐饮,辰能溪树庭院哈尔滨大街668-12商服,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,4.5,58.00
秋林食品(和兴店),126.616451,45.733132,餐饮,西大直街400号(和兴路地铁站2b口步行130米),餐饮服务;糕饼店;糕饼店,4.2,49.00
哈肉联红肠(嵩山路直营店),126.686323,45.763464,餐饮,嵩山路副140-6号,购物服务;综合市场;农副产品市场,4.2,[]
哈肉联红肠旗舰店(西八道街店),126.620015,45.769083,餐饮,中央大街36号,餐饮服务;餐饮相关场所;餐饮相关,4.2,[]
农大红肠工厂店,126.679776,45.730854,餐饮,司徒街59-1号,购物服务;综合市场;农副产品市场,4.4,[]
秋林·里道斯(红旗店),126.684441,45.783942,餐饮,红旗大街470号,餐饮服务;餐饮相关场所;餐饮相关,4.5,52.00
偏脸子红肠·熟食(果戈里大街店),126.660711,45.751552,餐饮,果戈里大街87号,餐饮服务;餐饮相关场所;餐饮相关,4.3,34.00
哈肉联食品(淮河路店),126.700422,45.763083,餐饮,红旗小区19栋4单元1层2号,购物服务;综合市场;农副产品市场|餐饮服务;餐饮相关场所;餐饮相关,4.3,48.00
哈肉联红肠(中央大街马迭尔店),126.619675,45.772625,餐饮,尚志街道中央大街85号附近(马迭尔宾馆南23米),餐饮服务;快餐厅;快餐厅,4.3,47.00
商委红肠(巴洛克店),126.643405,45.781509,餐饮,南三道街中华巴洛克一期8号商铺,生活服务;生活服务场所;生活服务场所,4.3,[]
秋林·里道斯(官方授权安国街229号直营店),126.608975,45.757398,餐饮,安国街229号秋林里道斯红肠,购物服务;购物相关场所;购物相关场所,4.4,47.00
秋林食品(人民广场店),126.607058,45.772408,餐饮,经纬街303号4单元102,餐饮服务;糕饼店;糕饼店,4.2,10.00
哈肉联红肠(顾乡大街店),126.592839,45.740051,餐饮,顾乡大街12号(中国石油加油站旁),购物服务;综合市场;农副产品市场,4.2,47.00
哈肉联红肠(红星街店),126.619853,45.768765,餐饮,红星街1号(中央大街地铁站1号口步行380米),购物服务;超级市场;超市|餐饮服务;餐饮相关场所;餐饮相关,4.3,47.00
